Nombre,Estado,Provincia,"Población
Censo 1981-03-01","Población
Censo 1991-03-01","Población
Censo 2001-11-01","Población
Censo 2011-11-01",Poblacion2018
Tauste,Municipio,Zaragoza,7.240,7.035,7.043,7.343,6.914
Tella-Sin,Municipio,Huesca,422,321,281,262,226
Terrer,Municipio,Zaragoza,923,726,601,474,485
Terriente,Municipio,Teruel,265,205,171,190,183
Teruel,Municipio,Teruel,25.935,28.487,31.158,35.660,35.691
Tierga,Municipio,Zaragoza,329,292,244,198,192
Tierz,Municipio,Huesca,219,195,180,712,758
Tobed,Municipio,Zaragoza,393,303,251,231,214
Tolva,Municipio,Huesca,299,257,188,153,123
Toril y Masegoso,Municipio,Teruel,61,50,26,36,30
Torla-Ordesa,Municipio,Huesca,369,363,347,333,298
Tormón,Municipio,Teruel,61,50,35,34,31
Tornos,Municipio,Teruel,364,300,245,225,213
Torralba de Aragón,Municipio,Huesca,184,150,119,106,103
Torralba de los Frailes,Municipio,Zaragoza,151,131,96,90,86
Torralba de los Sisones,Municipio,Teruel,282,252,231,175,156
Torralba de Ribota,Municipio,Zaragoza,296,251,190,207,172
Torralbilla,Municipio,Zaragoza,99,80,78,56,61
Torrecilla de Alcañiz,Municipio,Teruel,533,487,439,440,423
Torrecilla del Rebollar,Municipio,Teruel,236,199,177,144,127
Torre de Arcas,Municipio,Teruel,171,133,102,96,89
Torre de las Arcas,Municipio,Teruel,61,43,37,33,28
Torre del Compte,Municipio,Teruel,236,205,174,148,132
Torrehermosa,Municipio,Zaragoza,151,131,113,81,63
Torrelacárcel,Municipio,Teruel,433,357,277,200,154
Torrelapaja,Municipio,Zaragoza,92,58,42,41,32
Torre la Ribera,Municipio,Huesca,118,115,110,117,102
Torrellas,Municipio,Zaragoza,422,347,313,281,250
Torre los Negros,Municipio,Teruel,127,102,94,97,88
Torremocha de Jiloca,Municipio,Teruel,258,202,159,133,107
Torrente de Cinca,Municipio,Huesca,1.261,1.174,1.103,1.226,1.148
Torres de Albarracín,Municipio,Teruel,243,190,158,167,183
Torres de Alcanadre,Municipio,Huesca,149,141,127,106,92
Torres de Barbués,Municipio,Huesca,492,428,358,294,266
Torres de Berrellén,Municipio,Zaragoza,1.528,1.436,1.374,1.515,1.446
Torrevelilla,Municipio,Teruel,232,207,209,193,189
Torrijas,Municipio,Teruel,93,74,67,59,38
Torrijo de la Cañada,Municipio,Zaragoza,616,488,343,278,206
Torrijo del Campo,Municipio,Teruel,728,685,559,499,447
Tosos,Municipio,Zaragoza,327,258,192,228,180
Tramacastiel,Municipio,Teruel,154,136,111,89,64
Tramacastilla,Municipio,Teruel,165,144,135,117,106
Tramaced,Municipio,Huesca,161,131,95,95,99
Trasmoz,Municipio,Zaragoza,105,80,61,75,89
Trasobares,Municipio,Zaragoza,363,297,212,140,120
Tronchón,Municipio,Teruel,161,119,102,99,65
Uncastillo,Municipio,Zaragoza,999,961,883,732,650
Undués de Lerda,Municipio,Zaragoza,51,47,48,76,55
Urrea de Gaén,Municipio,Teruel,757,700,582,514,436
Urrea de Jalón,Municipio,Zaragoza,428,381,325,399,418
Urriés,Municipio,Zaragoza,101,78,75,40,38
Used,Municipio,Zaragoza,534,453,364,308,271
Utebo,Municipio,Zaragoza,5.673,7.671,11.896,18.180,18.602
Utrillas,Municipio,Teruel,4.556,3.743,3.178,3.235,2.970
Valacloche,Municipio,Teruel,46,29,20,27,21
Valbona,Municipio,Teruel,215,212,200,206,174
Valdealgorfa,Municipio,Teruel,870,829,734,658,622
Valdecuenca,Municipio,Teruel,60,49,32,55,35
Valdehorna,Municipio,Zaragoza,108,82,61,34,30
Valdelinares,Municipio,Teruel,164,131,124,107,87
Valdeltormo,Municipio,Teruel,500,441,363,318,279
Valderrobres,Municipio,Teruel,1.877,1.903,1.945,2.319,2.388
Val de San Martín,Municipio,Zaragoza,83,70,84,77,64
Valfarta,Municipio,Huesca,124,116,95,75,69
Valjunquera,Municipio,Teruel,618,474,423,386,325
Valle de Bardají,Municipio,Huesca,76,56,49,49,34
Valle de Hecho,Municipio,Huesca,1.143,1.055,977,942,839
Valle de Lierp,Municipio,Huesca,73,61,51,63,46
Valmadrid,Municipio,Zaragoza,89,77,74,118,112
Valpalmas,Municipio,Zaragoza,276,234,176,162,142
Valtorres,Municipio,Zaragoza,173,126,88,102,68
Veguillas de la Sierra,Municipio,Teruel,51,33,27,20,20
Velilla de Cinca,Municipio,Huesca,583,523,463,441,463
Velilla de Ebro,Municipio,Zaragoza,341,290,261,242,215
Velilla de Jiloca,Municipio,Zaragoza,209,153,118,94,90
Vencillón,Municipio,Huesca,542,514,468,459,399
Vera de Moncayo,Municipio,Zaragoza,624,498,448,403,360
Viacamp y Litera,Municipio,Huesca,51,41,36,45,36
Vicién,Municipio,Huesca,143,111,121,117,116
Vierlas,Municipio,Zaragoza,138,102,103,97,74
Villadoz,Municipio,Zaragoza,135,95,85,86,88
Villafeliche,Municipio,Zaragoza,349,259,241,199,170
Villafranca de Ebro,Municipio,Zaragoza,725,670,677,835,830
Villafranca del Campo,Municipio,Teruel,553,403,378,332,297
Villahermosa del Campo,Municipio,Teruel,114,89,75,99,94
Villalba de Perejil,Municipio,Zaragoza,106,104,115,109,99
Villalengua,Municipio,Zaragoza,612,500,414,389,319
Villamayor de Gállego (← Zaragoza),Municipio,Zaragoza,...,...,...,2.825,2.696
Villanova,Municipio,Huesca,121,94,132,149,159
Villanúa,Municipio,Huesca,265,283,340,494,447
Villanueva de Gállego,Municipio,Zaragoza,2.360,2.483,3.426,4.604,4.661
Villanueva de Huerva,Municipio,Zaragoza,817,678,588,563,463
Villanueva de Jiloca,Municipio,Zaragoza,173,115,91,64,46
Villanueva del Rebollar de la Sierra,Municipio,Teruel,64,52,48,48,47
Villanueva de Sigena,Municipio,Huesca,549,500,531,456,394
Villar del Cobo,Municipio,Teruel,285,239,222,204,164
Villar de los Navarros,Municipio,Zaragoza,314,199,139,116,102
Villar del Salz,Municipio,Teruel,184,145,95,79,60
Villarluengo,Municipio,Teruel,289,243,207,202,177
Villarquemado,Municipio,Teruel,1.176,1.053,942,909,862
Villarreal de Huerva,Municipio,Zaragoza,215,214,178,221,274
Villarroya de la Sierra,Municipio,Zaragoza,1.000,816,660,555,466
Villarroya del Campo,Municipio,Zaragoza,109,76,74,78,68
Villarroya de los Pinares,Municipio,Teruel,249,218,197,163,160
Villastar,Municipio,Teruel,425,381,343,473,494
Villel,Municipio,Teruel,462,376,331,346,327
Vinaceite,Municipio,Teruel,422,359,283,298,249
Visiedo,Municipio,Teruel,328,273,195,146,125
Vistabella (Vistabella de Huerva),Municipio,Zaragoza,67,34,36,51,49
Vivel del Río Martín,Municipio,Teruel,191,140,84,89,79
Yebra de Basa,Municipio,Huesca,184,173,161,151,147
Yésero,Municipio,Huesca,61,53,81,68,60
Zaidín,Municipio,Huesca,1.857,1.756,1.672,1.719,1.774
Zaragoza,Municipio,Zaragoza,571.855,594.394,614.905,678.115,666.880
Zuera,Municipio,Zaragoza,5.168,5.294,5.640,7.683,8.365
Abáigar,Municipio,Navarra,103,95,99,101,87
Abárzuza (Abartzuza),Municipio,Navarra,520,497,530,548,550
Abaurregaina (Abaurrea Alta),Municipio,Navarra,235,224,160,137,121
Abaurrepea (Abaurrea Baja),Municipio,Navarra,61,53,47,39,33
Aberin,Municipio,Navarra,371,377,328,390,356
Ablitas,Municipio,Navarra,2.326,2.264,2.306,2.649,2.483
Adiós,Municipio,Navarra,136,114,138,184,156
Aguilar de Codés,Municipio,Navarra,169,110,99,100,72
Aibar (Oibar),Municipio,Navarra,981,965,932,874,791
Allín (Allin),Municipio,Navarra,873,805,766,854,850
Allo,Municipio,Navarra,1.264,1.116,1.021,1.046,983
Altsasu (Alsasua),Municipio,Navarra,7.276,6.925,7.162,7.618,7.407
Améscoa Baja,Municipio,Navarra,1.051,860,816,793,730
Ancín (Antzin),Municipio,Navarra,307,293,364,379,340
Andosilla,Municipio,Navarra,2.464,2.450,2.572,2.913,2.715
Añorbe,Municipio,Navarra,452,410,467,582,568
Ansoáin (Antsoain),Municipio,Navarra,5.184,5.110,8.095,10.825,10.739
Anue (Anué),Municipio,Navarra,466,431,410,436,485
Aoiz (Agoitz),Municipio,Navarra,1.839,1.896,1.886,2.615,2.624
Araitz (Araiz),Municipio,Navarra,823,631,587,572,525
Arakil (Araquil),Municipio,Navarra,996,885,880,946,949
Aranarache (Aranaratxe),Municipio,Navarra,110,106,93,88,70
Aranguren,Municipio,Navarra,1.251,1.608,4.050,7.984,10.512
Arano,Municipio,Navarra,201,168,134,121,116
Arantza (Aranaz),Municipio,Navarra,744,722,658,645,614
Aras,Municipio,Navarra,285,232,215,180,157
Arbizu,Municipio,Navarra,878,918,947,1.095,1.124
Arce (Artzi),Municipio,Navarra,253,259,275,258,264
Arellano,Municipio,Navarra,245,220,190,196,157
Areso,Municipio,Navarra,310,277,284,276,275
Arguedas,Municipio,Navarra,2.560,2.278,2.283,2.366,2.315
Aria,Municipio,Navarra,81,78,68,58,53
Aribe (Arive),Municipio,Navarra,86,78,58,49,36
Armañanzas,Municipio,Navarra,157,109,83,59,55
Arróniz,Municipio,Navarra,1.340,1.234,1.130,1.106,1.047
Arruazu,Municipio,Navarra,145,118,101,114,106
Artajona,Municipio,Navarra,1.745,1.701,1.721,1.727,1.669
Artazu,Municipio,Navarra,132,94,105,122,118
Atez (Atetz),Municipio,Navarra,199,194,232,245,212
Auritz (Burguete),Municipio,Navarra,359,297,314,279,242
Ayegui (Aiegi),Municipio,Navarra,683,745,1.072,1.987,2.331
Azagra,Municipio,Navarra,3.206,3.288,3.714,3.838,3.853
Azuelo,Municipio,Navarra,105,72,47,40,32
Bakaiku (Bacáicoa),Municipio,Navarra,360,358,348,333,345
Barañáin (Barañain),Municipio,Navarra,9.450,16.474,21.021,21.376,20.039
Barásoain,Municipio,Navarra,462,421,509,654,639
Barbarin,Municipio,Navarra,143,119,93,65,58
Bargota,Municipio,Navarra,455,423,368,315,262
Barillas,Municipio,Navarra,197,210,198,188,219
Basaburua (Basaburúa Mayor),Municipio,Navarra,860,733,674,870,839
Baztan (Baztán),Municipio,Navarra,8.244,7.959,7.501,7.958,7.749
Beintza-Labaien (Beinza-Labayen),Municipio,Navarra,314,321,274,243,227
Beire,Municipio,Navarra,395,349,296,321,275
Belascoáin,Municipio,Navarra,83,85,111,124,125
Bera (Vera de Bidasoa),Municipio,Navarra,3.532,3.502,3.527,3.761,3.761
Berbinzana,Municipio,Navarra,764,736,732,720,610
Beriáin,Municipio,Navarra,2.651,2.174,2.739,3.834,3.941
Berrioplano (Berriobeiti),Municipio,Navarra,743,894,1.285,5.816,7.011
Berriozar,Municipio,Navarra,5.062,5.192,6.661,9.323,10.167
Bertizarana (Bértiz-Arana),Municipio,Navarra,607,658,650,625,607
Betelu,Municipio,Navarra,396,341,334,351,352
Bidaurreta (Vidaurreta),Municipio,Navarra,128,110,99,153,171
Biurrun-Olcoz,Municipio,Navarra,188,169,185,228,204
Buñuel,Municipio,Navarra,2.541,2.387,2.371,2.347,2.223
Burgui (Burgi),Municipio,Navarra,287,258,233,238,208
Burlada (Burlata),Municipio,Navarra,14.519,15.003,17.164,18.106,18.934
Cabanillas,Municipio,Navarra,1.432,1.426,1.485,1.477,1.364
Cabredo,Municipio,Navarra,172,143,117,108,97
Cadreita,Municipio,Navarra,1.891,1.867,1.962,2.099,1.993
Caparroso,Municipio,Navarra,2.372,2.383,2.416,2.792,2.702
Cárcar,Municipio,Navarra,1.299,1.242,1.265,1.112,1.039
Carcastillo,Municipio,Navarra,2.678,2.572,2.631,2.565,2.455
Cascante,Municipio,Navarra,3.479,3.487,3.636,3.971,3.818
Cáseda,Municipio,Navarra,1.145,1.124,1.053,1.024,980
Castejón,Municipio,Navarra,3.346,3.151,3.273,4.163,4.109
Castillonuevo,Municipio,Navarra,21,19,20,16,17
Cendea de Olza (Oltza Zendea),Municipio,Navarra,1.045,1.143,1.401,1.762,1.842
Cintruénigo,Municipio,Navarra,5.237,5.313,5.932,7.819,7.823
Cirauqui (Zirauki),Municipio,Navarra,534,470,456,506,490
Ciriza (Ziritza),Municipio,Navarra,53,57,64,118,141
Cizur (Cendea de Cizur),Municipio,Navarra,896,961,1.469,3.646,3.850
Corella,Municipio,Navarra,6.319,6.214,7.074,7.925,7.707
Cortes,Municipio,Navarra,3.219,3.277,3.227,3.255,3.148
Desojo,Municipio,Navarra,184,167,126,96,75
Dicastillo,Municipio,Navarra,841,743,676,689,599
Donamaria (Donamaría),Municipio,Navarra,373,355,382,434,431
Doneztebe (Santesteban),Municipio,Navarra,1.050,1.191,1.385,1.659,1.729
Echarri (Etxarri),Municipio,Navarra,33,70,54,72,77
El Busto,Municipio,Navarra,148,118,92,74,57
Elgorriaga,Municipio,Navarra,199,179,202,208,219
Enériz (Eneritz),Municipio,Navarra,193,189,215,358,298
Eratsun (Erasun),Municipio,Navarra,239,195,173,165,152
Ergoiena (Ergoyena),Municipio,Navarra,613,520,440,398,384
Erro,Municipio,Navarra,906,761,775,800,789
Eslava,Municipio,Navarra,270,210,163,124,119
Esparza de Salazar (Espartza Zaraitzu),Municipio,Navarra,160,136,103,89,76
Espronceda,Municipio,Navarra,235,194,166,129,103
Estella-Lizarra (Lizarr),Municipio,Navarra,12.230,12.741,13.024,14.056,13.673
Esteribar (Esteríbar),Municipio,Navarra,1.492,1.412,1.454,2.326,2.600
Etayo,Municipio,Navarra,122,99,89,81,65
Etxalar (Echalar),Municipio,Navarra,873,859,779,813,805
Etxarri Aranatz (Echarri-Aranaz),Municipio,Navarra,2.315,2.329,2.364,2.488,2.503
Etxauri (Echauri),Municipio,Navarra,367,411,437,580,633
Eulate,Municipio,Navarra,445,406,364,334,284
Ezcabarte,Municipio,Navarra,903,946,1.261,1.686,1.804
Ezcároz (Ezkaroze),Municipio,Navarra,431,365,358,338,306
Ezkurra (Ezcurra),Municipio,Navarra,287,268,204,167,150
Ezprogui,Municipio,Navarra,86,76,61,50,42
Falces,Municipio,Navarra,3.014,2.738,2.507,2.562,2.306
Fitero,Municipio,Navarra,2.225,2.181,2.170,2.210,2.017
Fontellas,Municipio,Navarra,487,543,782,944,983
Funes,Municipio,Navarra,2.071,2.150,2.336,2.526,2.485
Fustiñana,Municipio,Navarra,2.368,2.312,2.394,2.550,2.487
Galar,Municipio,Navarra,1.009,971,1.273,1.847,2.213
Gallipienzo (Galipentzu),Municipio,Navarra,138,181,153,113,100
Gallués (Galoze),Municipio,Navarra,135,133,121,109,95
Garaioa (Garayoa),Municipio,Navarra,175,147,127,102,89
Garde,Municipio,Navarra,236,217,189,171,146
Garínoain,Municipio,Navarra,311,293,396,517,479
Garralda,Municipio,Navarra,280,245,200,190,189
Genevilla,Municipio,Navarra,169,115,111,77,74
Goizueta,Municipio,Navarra,1.186,1.034,886,759,705
Goñi,Municipio,Navarra,228,207,195,192,163
Güesa (Gorza),Municipio,Navarra,113,90,72,52,40
Guesálaz (Gesalatz),Municipio,Navarra,502,453,460,456,444
Guirguillano,Municipio,Navarra,81,76,87,90,78
Hiriberri (Villanueva de Aezkoa),Municipio,Navarra,195,175,142,117,106
Huarte (Uharte),Municipio,Navarra,2.879,2.771,3.115,6.510,7.014
Ibargoiti,Municipio,Navarra,157,214,231,240,253
Igantzi (Yanci),Municipio,Navarra,612,591,597,634,622
Igúzquiza,Municipio,Navarra,341,353,347,332,325
Imotz (Imoz),Municipio,Navarra,462,432,407,431,425
Irañeta,Municipio,Navarra,167,159,155,170,176
Irurtzun (Irurzun),Municipio,Navarra,1.964,1.881,2.175,2.293,2.209
Isaba (Izaba),Municipio,Navarra,652,586,510,506,420
Ituren,Municipio,Navarra,472,482,467,511,504
Iturmendi,Municipio,Navarra,401,360,371,399,382
Iza (Itza),Municipio,Navarra,523,635,745,1.135,1.199
Izagaondoa,Municipio,Navarra,171,189,167,184,176
Izalzu (Itzaltzu),Municipio,Navarra,54,49,45,51,44
Jaurrieta,Municipio,Navarra,391,321,238,217,191
Javier,Municipio,Navarra,184,158,113,119,106
Juslapeña,Municipio,Navarra,415,424,494,556,550
Lakuntza (Lacunza),Municipio,Navarra,1.037,960,1.038,1.246,1.272
Lana,Municipio,Navarra,264,218,202,195,172
Lantz (Lanz),Municipio,Navarra,146,112,121,133,147
Lapoblación,Municipio,Navarra,207,171,192,144,119
Larraga,Municipio,Navarra,1.894,1.892,1.920,2.122,2.060
Larraona,Municipio,Navarra,217,188,143,111,103
Larraun (Larráun),Municipio,Navarra,1.313,1.142,985,1.012,967
Lazagurría,Municipio,Navarra,247,250,215,204,187
Leache (Leatxe),Municipio,Navarra,87,65,46,54,31
Legarda,Municipio,Navarra,98,73,90,119,113
Legaria,Municipio,Navarra,191,176,129,110,110
Leitza (Leiza),Municipio,Navarra,3.262,3.161,2.912,2.925,2.898
Lekunberri (Lecumberri),Municipio,Navarra,764,784,873,1.437,1.535
Leoz (Leotz),Municipio,Navarra,142,196,248,262,232
Lerga,Municipio,Navarra,168,113,90,74,60
Lerín,Municipio,Navarra,2.216,2.059,1.857,1.810,1.725
Lesaka (Lesaca),Municipio,Navarra,2.976,2.756,2.643,2.812,2.735
Lezáun,Municipio,Navarra,328,281,280,268,242
Liédena,Municipio,Navarra,379,338,338,319,291
Lizoáin-Arriasgoiti,Municipio,Navarra,219,230,234,319,297
Lodosa,Municipio,Navarra,4.379,4.499,4.593,4.895,4.764
Lónguida (Longida),Municipio,Navarra,360,316,294,320,294
Los Arcos,Municipio,Navarra,1.503,1.379,1.286,1.213,1.117
Lumbier,Municipio,Navarra,1.517,1.540,1.403,1.400,1.317
Luquin,Municipio,Navarra,177,140,128,126,130
Luzaide (Valcarlos),Municipio,Navarra,595,540,427,395,358
Mañeru,Municipio,Navarra,425,362,378,415,437
Marañón,Municipio,Navarra,112,87,68,56,52
Marcilla,Municipio,Navarra,2.475,2.337,2.548,2.802,2.862
Mélida,Municipio,Navarra,970,908,762,730,747
Mendavia,Municipio,Navarra,3.450,3.568,3.694,3.708,3.534
Mendaza,Municipio,Navarra,552,439,348,344,292
Mendigorría,Municipio,Navarra,982,994,916,1.084,1.057
Metauten,Municipio,Navarra,408,323,295,288,277
Milagro,Municipio,Navarra,2.444,2.573,2.676,3.369,3.397
Mirafuentes,Municipio,Navarra,72,53,55,50,56
Miranda de Arga,Municipio,Navarra,1.065,1.002,1.000,900,850
Monreal (Elo),Municipio,Navarra,290,307,289,485,466
Monteagudo,Municipio,Navarra,1.181,1.186,1.122,1.134,1.088
Morentin,Municipio,Navarra,144,135,123,133,120
Mues (Mués),Municipio,Navarra,187,133,109,95,77
Murchante,Municipio,Navarra,2.922,2.884,3.199,3.785,4.088
Murieta,Municipio,Navarra,257,284,273,337,327
Murillo el Cuende,Municipio,Navarra,598,657,646,683,646
Murillo el Fruto,Municipio,Navarra,935,837,740,683,639
Muruzábal,Municipio,Navarra,197,200,264,279,239
Navascués (Nabaskoze),Municipio,Navarra,323,264,204,169,142
Nazar,Municipio,Navarra,67,53,56,52,34
Noáin (Valle de Elorz) (Noain (Elortzibar)),Municipio,Navarra,3.042,3.702,4.060,7.527,8.224
Obanos,Municipio,Navarra,695,704,785,909,912
Ochagavía (Otsagabia),Municipio,Navarra,777,676,666,618,530
Oco,Municipio,Navarra,104,95,81,70,77
Odieta,Municipio,Navarra,328,318,318,359,369
Oiz (Oitz),Municipio,Navarra,168,161,138,151,121
Olaibar (Oláibar),Municipio,Navarra,189,170,161,251,363
Olazti (Olazagutía),Municipio,Navarra,2.009,1.713,1.649,1.660,1.497
Olejua,Municipio,Navarra,86,66,55,56,51
Olite (Erriberri),Municipio,Navarra,2.904,3.042,3.213,3.819,3.931
Olóriz (Oloritz),Municipio,Navarra,161,171,166,180,204
Orbaizeta (Orbaiceta),Municipio,Navarra,290,258,234,217,197
Orbara,Municipio,Navarra,77,62,59,43,36
Orísoain,Municipio,Navarra,76,102,89,90,79
Orkoien (Orcoyen),Municipio,Navarra,1.091,1.125,1.446,3.710,3.996
Oronz (Orontze),Municipio,Navarra,70,57,56,52,48
Oroz-Betelu (Orotz-Betelu),Municipio,Navarra,316,232,210,162,147
Orreaga (Roncesvalles),Municipio,Navarra,48,35,28,23,21
Oteiza,Municipio,Navarra,1.048,936,916,957,919
Pamplona (Iruña),Municipio,Navarra,177.906,180.372,183.964,195.943,199.066
Peralta (Azkoien),Municipio,Navarra,4.355,4.602,5.368,5.989,5.823
Petilla de Aragón,Municipio,Navarra,79,51,37,30,31
Piedramillera,Municipio,Navarra,117,86,60,47,37
Pitillas,Municipio,Navarra,707,658,541,544,493
Puente la Reina (Gares),Municipio,Navarra,1.951,2.124,2.412,2.820,2.843
Pueyo,Municipio,Navarra,367,332,316,353,349
Ribaforada,Municipio,Navarra,3.032,3.095,3.291,3.688,3.742
Romanzado,Municipio,Navarra,177,158,157,179,174
Roncal (Erronkari),Municipio,Navarra,422,387,331,250,208
Sada,Municipio,Navarra,336,280,224,187,144
Saldías,Municipio,Navarra,169,170,138,122,116
Salinas de Oro (Jaitz),Municipio,Navarra,117,103,105,117,110
San Adrián,Municipio,Navarra,4.509,5.106,5.561,6.233,6.241
Sangüesa (Zangoza),Municipio,Navarra,4.599,4.583,4.614,5.154,4.960
San Martín de Unx,Municipio,Navarra,683,534,455,433,398
Sansol,Municipio,Navarra,184,150,109,109,100
Santacara,Municipio,Navarra,1.181,1.092,1.039,921,886
Sarriés (Sartze),Municipio,Navarra,112,111,79,67,62
Sartaguda,Municipio,Navarra,1.395,1.412,1.321,1.354,1.294
Sesma,Municipio,Navarra,1.635,1.495,1.388,1.226,1.180
Sorlada,Municipio,Navarra,83,64,50,66,57
Sunbilla (Sumbilla),Municipio,Navarra,721,710,681,702,671
Tafalla,Municipio,Navarra,9.957,10.172,10.274,11.196,10.605
Tiebas-Muruarte de Reta,Municipio,Navarra,625,590,563,663,598
Tirapu,Municipio,Navarra,65,69,63,53,42
Torralba del Río,Municipio,Navarra,201,177,151,128,104
Torres del Río,Municipio,Navarra,250,224,172,143,122
Tudela,Municipio,Navarra,24.953,26.461,29.918,35.026,35.593
Tulebras,Municipio,Navarra,98,112,101,124,134
Ucar,Municipio,Navarra,121,115,126,178,177
Uharte Arakil (Huarte-Araquil),Municipio,Navarra,856,853,785,838,805
Ujué (Uxue),Municipio,Navarra,369,294,232,205,177
Ultzama (Ulzama),Municipio,Navarra,1.682,1.655,1.587,1.705,1.655
Unciti,Municipio,Navarra,170,229,231,235,212
Unzué (Untzue),Municipio,Navarra,128,144,138,142,137
Urdazubi (Urdax),Municipio,Navarra,547,459,388,379,355
Urdiain (Urdiáin),Municipio,Navarra,792,690,664,697,675
Urraul Alto (Urraúl Alto),Municipio,Navarra,162,156,167,185,133
Urraul Bajo (Urraúl Bajo),Municipio,Navarra,330,281,269,286,308
Urroz (Urrotz),Municipio,Navarra,238,219,199,181,180
Urroz-Villa,Municipio,Navarra,361,364,381,393,374
Urzainqui (Urzainki),Municipio,Navarra,150,120,103,94,88
Uterga,Municipio,Navarra,126,142,158,191,164
Uztárroz (Uztarroze),Municipio,Navarra,377,324,242,168,160
Valle de Egüés (Eguesibar),Municipio,Navarra,978,1.125,3.413,17.320,20.774
"Valle de Ollo (Ollo, Ollaran)",Municipio,Navarra,370,361,339,396,415
Valle de Yerri (Deierri),Municipio,Navarra,1.648,1.551,1.543,1.516,1.508
Valtierra,Municipio,Navarra,2.497,2.508,2.410,2.492,2.373
Viana,Municipio,Navarra,3.413,3.365,3.425,4.036,4.156
Vidángoz (Bidankoze),Municipio,Navarra,133,111,106,94,95
Villafranca,Municipio,Navarra,2.647,2.583,2.547,2.922,2.841
Villamayor de Monjardín,Municipio,Navarra,113,115,134,136,120
Villatuerta,Municipio,Navarra,767,797,847,1.125,1.186
Villava (Atarrabia),Municipio,Navarra,6.216,7.528,9.575,10.457,10.150
Yesa,Municipio,Navarra,308,293,257,261,297
Zabalza (Zabaltza),Municipio,Navarra,152,140,157,281,295
Ziordia (Ciordia),Municipio,Navarra,408,388,381,395,361
Zizur Mayor (Zizur Nagusia),Municipio,Navarra,2.631,5.543,11.639,14.025,14.891
Zubieta,Municipio,Navarra,370,326,285,300,316
Zugarramurdi,Municipio,Navarra,334,267,245,241,225
Zúñiga,Municipio,Navarra,147,123,173,97,112
Ábalos,Municipio,La Rioja,307,293,281,328,255
Agoncillo,Municipio,La Rioja,1.474,853,916,1.157,1.105
Aguilar del Río Alhama,Municipio,La Rioja,1.018,848,711,544,470
Ajamil de Cameros,Municipio,La Rioja,73,75,75,81,62
Albelda de Iregua,Municipio,La Rioja,2.173,2.154,2.663,3.220,3.462
Alberite,Municipio,La Rioja,1.873,1.948,2.086,2.690,2.433
Alcanadre,Municipio,La Rioja,1.011,909,795,741,644
Aldeanueva de Ebro,Municipio,La Rioja,2.733,2.551,2.424,2.786,2.732
Alesanco,Municipio,La Rioja,601,579,481,540,502
Alesón,Municipio,La Rioja,171,162,137,114,102
Alfaro,Municipio,La Rioja,8.774,9.315,9.137,9.843,9.460
Almarza de Cameros,Municipio,La Rioja,36,37,35,18,28
Anguciana,Municipio,La Rioja,429,302,328,469,434
Anguiano,Municipio,La Rioja,793,650,570,542,509
Arenzana de Abajo,Municipio,La Rioja,439,387,295,259,226
Arenzana de Arriba,Municipio,La Rioja,52,47,35,33,30
Arnedillo,Municipio,La Rioja,434,396,442,478,426
Arnedo,Municipio,La Rioja,11.731,12.423,13.389,14.427,14.815
Arrúbal,Municipio,La Rioja,429,397,409,487,488
Ausejo,Municipio,La Rioja,701,747,741,943,754
Autol,Municipio,La Rioja,3.490,3.419,3.668,4.420,4.469
Azofra,Municipio,La Rioja,478,411,328,244,200
Badarán,Municipio,La Rioja,1.016,822,689,590,502
Bañares,Municipio,La Rioja,601,477,389,311,234
Baños de Rioja,Municipio,La Rioja,160,127,97,89,86
Baños de Río Tobía,Municipio,La Rioja,1.793,1.848,1.748,1.665,1.590
Berceo,Municipio,La Rioja,294,254,211,172,159
Bergasa,Municipio,La Rioja,265,205,155,147,142
Bergasillas Bajera,Municipio,La Rioja,29,31,29,35,39
Bezares,Municipio,La Rioja,31,29,22,20,19
Bobadilla,Municipio,La Rioja,222,188,161,139,104
Brieva de Cameros,Municipio,La Rioja,68,70,76,59,51
Briñas,Municipio,La Rioja,225,191,217,242,201
Briones,Municipio,La Rioja,1.010,930,799,860,766
Cabezón de Cameros,Municipio,La Rioja,36,37,21,20,20
Calahorra,Municipio,La Rioja,17.857,18.781,20.528,24.625,23.923
Camprovín,Municipio,La Rioja,306,262,199,177,151
Canales de la Sierra,Municipio,La Rioja,102,63,80,88,85
Cañas,Municipio,La Rioja,138,82,125,95,97
Canillas de Río Tuerto,Municipio,La Rioja,102,123,57,43,40
Cárdenas,Municipio,La Rioja,319,264,224,177,147
Casalarreina,Municipio,La Rioja,933,896,984,1.306,1.145
Castañares de Rioja,Municipio,La Rioja,577,535,458,453,424
Castroviejo,Municipio,La Rioja,45,47,54,63,50
Cellorigo,Municipio,La Rioja,31,18,21,13,12
Cenicero,Municipio,La Rioja,2.114,2.200,1.981,2.081,2.036
Cervera del Río Alhama,Municipio,La Rioja,4.157,3.483,2.946,2.595,2.298
Cidamón,Municipio,La Rioja,91,89,41,32,24
Cihuri,Municipio,La Rioja,210,185,160,226,197
Cirueña,Municipio,La Rioja,169,139,126,129,142
Clavijo,Municipio,La Rioja,204,200,228,294,273
Cordovín,Municipio,La Rioja,315,246,217,185,157
Corera,Municipio,La Rioja,313,263,252,271,252
Cornago,Municipio,La Rioja,878,712,560,408,319
Corporales,Municipio,La Rioja,104,72,53,41,39
Cuzcurrita de Río Tirón,Municipio,La Rioja,613,513,475,512,488
Daroca de Rioja,Municipio,La Rioja,58,57,61,58,47
